E_lucj,err_lucj,overlap,full_capture,triple,triple_str,err_sqd,captured_sqd
-4.479516223492576,486.55486483324495,0.3823856248493094,1.0000000000004063,"(0, 6, 8)","(0, 6, 8)",372.931064268756,0.4962774758602947
-4.474094037507896,491.9770508179244,0.4008323619215547,1.0000000000004026,"(0, 6, 9)","(0, 6, 9)",247.27858328064744,0.6375995619759882
-4.482953751340589,483.11733698523176,0.3858959442632869,1.0000000000003975,"(0, 7, 8)","(0, 7, 8)",300.31919403956664,0.5554887797095325
-4.479284792233843,486.786296091978,0.4095481652360657,1.0000000000003997,"(0, 7, 9)","(0, 7, 9)",247.27858328064744,0.6375995619759884
-4.515537289686254,450.533798639567,0.410822231792997,1.0000000000003935,"(0, 8, 9)","(0, 8, 9)",257.11435362020563,0.6288742346048453
-4.405695922752662,560.3751655731584,0.34034474740035703,1.0000000000004021,"(1, 2, 3)","(1, 2, 3)",365.3931112773181,0.5176330377054384
-4.406644479438088,559.4266088877324,0.3386087236672604,1.000000000000407,"(1, 2, 4)","(1, 2, 4)",294.5243494375287,0.5732385911630595
-4.406021204365288,560.0498839605326,0.3374969829215756,1.0000000000004055,"(1, 2, 5)","(1, 2, 5)",365.3931112773181,0.5176330377054383
-4.408009202832994,558.061885492827,0.34017306029645006,1.0000000000004046,"(1, 2, 6)","(1, 2, 6)",365.3931112773181,0.5176330377054383
-4.4198677806559425,546.2033076698782,0.3508586069685938,1.0000000000004097,"(1, 2, 7)","(1, 2, 7)",365.3931112773181,0.5176330377054384
-4.3887856095159306,577.2854788098903,0.33482447623438477,1.000000000000402,"(1, 2, 8)","(1, 2, 8)",240.1625352889134,0.6137443107057516
-4.479744418041389,486.32667028443154,0.4049244606347304,1.0000000000004061,"(1, 2, 9)","(1, 2, 9)",233.34141210869143,0.6168087900914776
-4.401608859643041,564.46222868278,0.33970961412411893,1.0000000000004055,"(1, 3, 4)","(1, 3, 4)",365.3773667024529,0.5188705860538558
-4.402017735997229,564.0533523285916,0.33930405329925933,1.0000000000004046,"(1, 3, 5)","(1, 3, 5)",365.4335079906108,0.5175877685217029
-4.404422489470197,561.6485988556237,0.3424117806528021,1.0000000000003952,"(1, 3, 6)","(1, 3, 6)",365.4504865056092,0.5174272757180145
-4.418360290337524,547.7107979882971,0.3521076834662078,1.0000000000004057,"(1, 3, 7)","(1, 3, 7)",365.4335079906108,0.5175877685217027
-4.382228165935953,583.8429223898673,0.33332068940826837,1.0000000000004077,"(1, 3, 8)","(1, 3, 8)",296.5457231982533,0.5775381093186457
-4.477797033873005,488.27405445281613,0.4040445288075955,1.0000000000004063,"(1, 3, 9)","(1, 3, 9)",295.92940093880316,0.5734402956236083
-4.401030225177134,565.0408631486865,0.337117230657288,1.0000000000004048,"(1, 4, 5)","(1, 4, 5)",365.3773667024529,0.5188705860538558
-4.405140236477832,560.9308518479885,0.3402256586977947,1.0000000000004114,"(1, 4, 6)","(1, 4, 6)",365.4504865056092,0.5174272757180144
-4.419258274474774,546.812813851047,0.35030102086064346,1.000000000000414,"(1, 4, 7)","(1, 4, 7)",294.5243494375287,0.5732385911630595
-4.381909208813029,584.1618795127914,0.33079465490677123,1.0000000000004063,"(1, 4, 8)","(1, 4, 8)",296.56640998204864,0.5760241298828297
-4.47727012319413,488.8009651316905,0.40232260592257724,1.0000000000003983,"(1, 4, 9)","(1, 4, 9)",295.92940093880316,0.5734402956236082
-4.404875501325769,561.1955870000518,0.3395252198738483,1.0000000000003986,"(1, 5, 6)","(1, 5, 6)",365.4504865056092,0.5174272757180144
-4.419986351533979,546.0847367918423,0.3503137896588456,1.0000000000004037,"(1, 5, 7)","(1, 5, 7)",365.4335079906108,0.5175877685217027
-4.3819092088130684,584.1618795127523,0.33079465490677756,1.000000000000403,"(1, 5, 8)","(1, 5, 8)",296.56640998204773,0.5760241298828006
-4.477113866075796,488.9572222500247,0.40227851783848506,1.0000000000003972,"(1, 5, 9)","(1, 5, 9)",295.92940093880316,0.5734402956236082
-4.421690152002441,544.3809363233801,0.35299074270122505,1.0000000000004015,"(1, 6, 7)","(1, 6, 7)",458.2753501346808,0.4588397102591525
-4.38050695366126,585.564134664561,0.3316763270639549,1.0000000000003997,"(1, 6, 8)","(1, 6, 8)",303.7640003041826,0.5596740718651256
-4.481171429816749,484.8996585090717,0.40556724647952325,1.000000000000402,"(1, 6, 9)","(1, 6, 9)",300.6037081154602,0.5634385197749637
-4.388141048444586,577.9300398812346,0.3359550779631296,1.0000000000004077,"(1, 7, 8)","(1, 7, 8)",240.1625352889134,0.6137443107057515
-4.491398093169979,474.67299515584216,0.4158910803045312,1.0000000000004021,"(1, 7, 9)","(1, 7, 9)",230.3124333400728,0.6258653439561566
-4.479847439225406,486.22364910041506,0.41003957242956407,1.0000000000004068,"(1, 8, 9)","(1, 8, 9)",238.4666851471939,0.6131574261325994
-4.425385967762012,540.6851205638086,0.35045110013245806,1.0000000000003992,"(2, 3, 4)","(2, 3, 4)",458.6996615694874,0.470193930372267
-4.425068471381781,541.0026169440396,0.350036343861241,1.0000000000004077,"(2, 3, 5)","(2, 3, 5)",458.6996615694874,0.470193930372267
-4.4264643003087025,539.6067880171182,0.35242484033504196,1.0000000000004028,"(2, 3, 6)","(2, 3, 6)",458.6996615694874,0.470193930372267
-4.4360520901339795,530.0189981918413,0.3597462198165959,1.0000000000004146,"(2, 3, 7)","(2, 3, 7)",458.549396056509,0.4730280434619366
-4.418562464024211,547.5086243016101,0.33965299436796675,1.0000000000004055,"(2, 3, 8)","(2, 3, 8)",458.3386915538306,0.4590415324649288
-4.479578068493285,486.4930198325359,0.40342521026584977,1.0000000000004066,"(2, 3, 9)","(2, 3, 9)",301.5627342514975,0.5700632483773542
-4.420793478575995,545.2776097498262,0.3459338276363773,1.0000000000004003,"(2, 4, 5)","(2, 4, 5)",458.6996615694874,0.470193930372267
-4.423858832066008,542.2122562598126,0.34831523133856795,1.0000000000003981,"(2, 4, 6)","(2, 4, 6)",458.6996615694874,0.470193930372267
-4.433727583701359,532.3435046244614,0.35604961099807325,1.0000000000004068,"(2, 4, 7)","(2, 4, 7)",458.69520919153393,0.4700962892052299
-4.415317972388441,550.75311593738,0.33545213420874503,1.0000000000004017,"(2, 4, 8)","(2, 4, 8)",446.27385466703015,0.4726305812957362
-4.475253432065946,490.81765625987475,0.3994092044762215,1.000000000000406,"(2, 4, 9)","(2, 4, 9)",301.5627342514975,0.5700632483773542
-4.422893946021628,543.1771423041924,0.34759996801264553,1.0000000000004046,"(2, 5, 6)","(2, 5, 6)",457.9529596286971,0.4704020787680804
-4.433727583701404,532.3435046244169,0.35604961099807675,1.000000000000406,"(2, 5, 7)","(2, 5, 7)",458.62551271719366,0.4714804052538836
-4.41460127827444,551.4698100513806,0.33543653498915793,1.0000000000004012,"(2, 5, 8)","(2, 5, 8)",446.27385466703015,0.4726305812957362
-4.474570855290766,491.50023303505463,0.39935913920487587,1.0000000000004052,"(2, 5, 9)","(2, 5, 9)",238.28833543724937,0.6275684925998496
-4.4344283747306035,531.6427135952173,0.3579968805908908,1.0000000000004026,"(2, 6, 7)","(2, 6, 7)",458.549396056509,0.4730280434619365
-4.412207857321881,553.8632310039402,0.3354907335219243,1.0000000000004117,"(2, 6, 8)","(2, 6, 8)",446.27385466703015,0.4726305812957362
-4.477487006636153,488.5840816896678,0.40159611860652034,1.0000000000004061,"(2, 6, 9)","(2, 6, 9)",238.28833543724937,0.6275684925998497
-4.415951774373223,550.1193139525977,0.33731885312120047,1.0000000000003992,"(2, 7, 8)","(2, 7, 8)",365.3359286769646,0.5176993128688027
-4.483530161553159,482.54092677266146,0.40895934594426947,1.0000000000003944,"(2, 7, 9)","(2, 7, 9)",236.38581837080696,0.6297827813983574
-4.49365210675912,472.41898156670106,0.4012133290153746,1.0000000000004066,"(2, 8, 9)","(2, 8, 9)",293.95766463686533,0.5643467347777683
-4.409063729180876,557.0073591449445,0.34150009965049244,1.0000000000004023,"(3, 4, 5)","(3, 4, 5)",458.6996615694874,0.470193930372267
-4.412616993607951,553.4540947178695,0.3443000836812249,1.0000000000003992,"(3, 4, 6)","(3, 4, 6)",458.6996615694874,0.470193930372267
-4.424526465843838,541.5446224819824,0.35087971136588375,1.000000000000397,"(3, 4, 7)","(3, 4, 7)",458.6996615694874,0.470193930372267
-4.400569245380901,565.5018429449194,0.327880102039614,1.0000000000004035,"(3, 4, 8)","(3, 4, 8)",458.3386915538306,0.4590415324649288
-4.465504611535493,500.5664767903282,0.39149794098234847,1.0000000000004086,"(3, 4, 9)","(3, 4, 9)",236.38581837080696,0.6297827813983574
-4.412616993607972,553.454094717849,0.34430008368123444,1.0000000000004021,"(3, 5, 6)","(3, 5, 6)",458.6996615694874,0.470193930372267
-4.425494135964034,540.5769523617865,0.35160124988551683,1.000000000000394,"(3, 5, 7)","(3, 5, 7)",458.6996615694874,0.470193930372267
-4.400869951991605,565.201136334216,0.32855424300253644,1.0000000000004023,"(3, 5, 8)","(3, 5, 8)",458.35173990481337,0.4590313394325113
-4.465811641563029,500.25944676279187,0.3922600895215831,1.0000000000004026,"(3, 5, 9)","(3, 5, 9)",236.38581837080696,0.6297827813983574
-4.426699982268495,539.3711060573256,0.353992430632671,1.0000000000004055,"(3, 6, 7)","(3, 6, 7)",458.6996615694874,0.470193930372267
-4.398928414010453,567.1426743153676,0.3290032840076644,1.0000000000004114,"(3, 6, 8)","(3, 6, 8)",458.3452761510429,0.459059116929777
-4.469183682889694,496.8874054361265,0.3950101287643705,1.0000000000004048,"(3, 6, 9)","(3, 6, 9)",236.38581837080696,0.6297827813983575
-4.404571432372031,561.4996559537894,0.3297976856186736,1.0000000000004035,"(3, 7, 8)","(3, 7, 8)",458.2881897578508,0.459357921052832
-4.47740851609421,488.66257223161114,0.40108468532001795,1.0000000000004023,"(3, 7, 9)","(3, 7, 9)",236.38581837080696,0.6297827813983575
-4.482718335780578,483.352752545243,0.3903475416686758,1.0000000000004017,"(3, 8, 9)","(3, 8, 9)",294.8068205631822,0.5735870187954646
-4.407974274619634,558.0968137061868,0.3398122330418994,1.0000000000004106,"(4, 5, 6)","(4, 5, 6)",458.6996615694874,0.470193930372267
-4.421124508336612,544.946579989209,0.34750249734084027,1.0000000000003986,"(4, 5, 7)","(4, 5, 7)",458.6996615694874,0.470193930372267
-4.39558982703564,570.4812612901807,0.32398775478769576,1.0000000000004068,"(4, 5, 8)","(4, 5, 8)",458.3452761510429,0.459059116929777
-4.4594341767211905,506.6369116046303,0.38776331057302715,1.0000000000004023,"(4, 5, 9)","(4, 5, 9)",236.38581837080696,0.6297827813983574
-4.423998100699508,542.0729876263124,0.3498868247303969,1.0000000000004023,"(4, 6, 7)","(4, 6, 7)",458.6996615694874,0.470193930372267
-4.3953295992824515,570.7414890433693,0.32444694714457967,1.0000000000004046,"(4, 6, 8)","(4, 6, 8)",365.4517569539335,0.517642676055443
-4.464380134301345,501.6909540244754,0.39041178752706773,1.0000000000004066,"(4, 6, 9)","(4, 6, 9)",236.38581837080696,0.6297827813983573
-4.401261199622744,564.8098887030768,0.3256550025060051,1.0000000000004075,"(4, 7, 8)","(4, 7, 8)",365.0589076076844,0.518163284684482
-4.472946090909887,493.12499741593376,0.3970057365742856,1.0000000000004037,"(4, 7, 9)","(4, 7, 9)",236.38581837080696,0.6297827813983574
-4.477059699422536,489.0113889032852,0.38524473053241104,1.0000000000004035,"(4, 8, 9)","(4, 8, 9)",294.5982984505724,0.5738656579728079
-4.424306531697001,541.7645566288201,0.35030057018201244,1.0000000000004057,"(5, 6, 7)","(5, 6, 7)",458.6996615694874,0.470193930372267
-4.394948531816472,571.1225565093488,0.3248334482950182,1.0000000000004066,"(5, 6, 8)","(5, 6, 8)",365.4517569539335,0.5176426760554429
-4.4641018305979125,501.96925772790826,0.3908523141611276,1.000000000000396,"(5, 6, 9)","(5, 6, 9)",236.38581837080696,0.6297827813983574
-4.401927812154713,564.1432761711078,0.326725998197558,1.0000000000004037,"(5, 7, 8)","(5, 7, 8)",365.0589076076844,0.518163284684482
-4.473670550038623,492.4005382871979,0.3982499694054023,1.0000000000004088,"(5, 7, 9)","(5, 7, 9)",236.38581837080696,0.6297827813983574
-4.477008414067346,489.0626742584745,0.3864827744393676,1.0000000000004088,"(5, 8, 9)","(5, 8, 9)",231.5027027367096,0.6306276897312906
-4.399484257006768,566.5868313190527,0.3267482326240102,1.000000000000397,"(6, 7, 8)","(6, 7, 8)",365.0589076076844,0.5181632846844821
-4.476333582488077,489.737505837744,0.400341796626734,1.000000000000403,"(6, 7, 9)","(6, 7, 9)",236.38581837080696,0.6297827813983574
-4.476161061331164,489.91002699465633,0.3862579329426396,1.000000000000402,"(6, 8, 9)","(6, 8, 9)",230.86586030434563,0.6258450900157321
-4.479259592491997,486.8114958338241,0.3865061121695432,1.0000000000004086,"(7, 8, 9)","(7, 8, 9)",230.2839613082117,0.6230070889245248
